OrderID,OrderDate,ShippedDate,CustomerID,Freight
10421,1997-01-21,1997-01-27,QUEDE,$99.23
10272,1996-08-02,1996-08-06,RATTC,$98.03
10623,1997-08-07,1997-08-12,FRANK,$97.18
10801,1997-12-29,1997-12-31,BOLID,$97.09
10595,1997-07-10,1997-07-14,ERNSH,$96.78
10557,1997-06-03,1997-06-06,LEHMS,$96.72
10731,1997-11-06,1997-11-14,CHOPS,$96.65
10686,1997-09-30,1997-10-08,PICCO,$96.50
10773,1997-12-11,1997-12-16,ERNSH,$96.43
10999,1998-04-03,1998-04-10,OTTIK,$96.35
10362,1996-11-25,1996-11-28,BONAP,$96.04
10672,1997-09-17,1997-09-26,BERGS,$95.75
10413,1997-01-14,1997-01-16,LAMAI,$95.66
10624,1997-08-07,1997-08-19,THECR,$94.80
10382,1996-12-13,1996-12-16,ERNSH,$94.77
10387,1996-12-18,1996-12-20,SANTG,$93.63
10653,1997-09-02,1997-09-19,FRANK,$93.25
10278,1996-08-12,1996-08-16,BERGS,$92.69
10519,1997-04-28,1997-05-01,CHOPS,$91.76
10985,1998-03-30,1998-04-02,HUNGO,$91.51
10407,1997-01-07,1997-01-30,OTTIK,$91.48
10772,1997-12-10,1997-12-19,LEHMS,$91.28
10619,1997-08-04,1997-08-07,MEREP,$91.05
10884,1998-02-12,1998-02-13,LETSS,$90.97
10828,1998-01-13,1998-02-04,RANCH,$90.85
10556,1997-06-03,1997-06-13,SIMOB,$9.80
10720,1997-10-28,1997-11-05,QUEDE,$9.53
10445,1997-02-13,1997-02-20,BERGS,$9.30
10843,1998-01-21,1998-01-26,VICTE,$9.26
10435,1997-02-04,1997-02-07,CONSH,$9.21
10907,1998-02-25,1998-02-27,SPECD,$9.19
10372,1996-12-04,1996-12-09,QUEEN,$890.78
10712,1997-10-21,1997-10-31,HUNGO,$89.93
10727,1997-11-03,1997-12-05,REGGC,$89.90
10398,1996-12-30,1997-01-09,SAVEA,$89.16
10464,1997-03-04,1997-03-14,FURIB,$89.00
10566,1997-06-12,1997-06-18,BLONP,$88.40
10880,1998-02-10,1998-02-18,FOLKO,$88.01
10964,1998-03-20,1998-03-24,SPECD,$87.38
10328,1996-10-14,1996-10-17,FURIB,$87.03
10440,1997-02-10,1997-02-28,SAVEA,$86.53
11059,1998-04-29,NULL,RICAR,$85.80
10629,1997-08-12,1997-08-20,GODOS,$85.46
10573,1997-06-19,1997-06-20,ANTON,$84.84
10283,1996-08-16,1996-08-23,LILAS,$84.81
11033,1998-04-17,1998-04-23,RICSU,$84.74
10338,1996-10-25,1996-10-29,OLDWO,$84.21
11030,1998-04-17,1998-04-27,SAVEA,$830.75
10400,1997-01-01,1997-01-16,EASTC,$83.93
10474,1997-03-13,1997-03-21,PERIC,$83.49
10552,1997-05-29,1997-06-05,HILAA,$83.22
10691,1997-10-03,1997-10-22,QUICK,$810.05
10257,1996-07-16,1996-07-22,HILAA,$81.91
10740,1997-11-13,1997-11-25,WHITC,$81.88
10830,1998-01-13,1998-01-21,TRADH,$81.83
11068,1998-05-04,NULL,QUEEN,$81.75
11063,1998-04-30,1998-05-06,HUNGO,$81.73
10611,1997-07-25,1997-08-01,WOLZA,$80.65
10280,1996-08-14,1996-09-12,BERGS,$8.98
10501,1997-04-09,1997-04-16,BLAUS,$8.85
10993,1998-04-01,1998-04-10,FOLKO,$8.81
11043,1998-04-22,1998-04-29,SPECD,$8.80
11044,1998-04-23,1998-05-01,WOLZA,$8.72
10349,1996-11-08,1996-11-15,SPLIR,$8.63
10334,1996-10-21,1996-10-28,VICTE,$8.56
11077,1998-05-06,NULL,RATTC,$8.53
10879,1998-02-10,1998-02-12,WILMK,$8.50
11049,1998-04-24,1998-05-04,GOURL,$8.34
10917,1998-03-02,1998-03-11,ROMEY,$8.29
10438,1997-02-06,1997-02-14,TOMSP,$8.24
10757,1997-11-27,1997-12-15,SAVEA,$8.19
10531,1997-05-08,1997-05-19,OCEAN,$8.12
10456,1997-02-25,1997-02-28,KOENE,$8.12
10613,1997-07-29,1997-08-01,HILAA,$8.11
10559,1997-06-05,1997-06-13,BLONP,$8.05
10290,1996-08-27,1996-09-03,COMMI,$79.70
11008,1998-04-08,NULL,ERNSH,$79.46
10606,1997-07-22,1997-07-31,TRADH,$79.40
10750,1997-11-21,1997-11-24,WARTH,$79.30
10825,1998-01-09,1998-01-14,DRACD,$79.25
10514,1997-04-22,1997-05-16,ERNSH,$789.95
10537,1997-05-14,1997-05-19,RICSU,$78.85
10667,1997-09-12,1997-09-19,ERNSH,$78.09
10326,1996-10-10,1996-10-14,BOLID,$77.92
10893,1998-02-18,1998-02-20,KOENE,$77.78
10523,1997-05-01,1997-05-30,SEVES,$77.63
10285,1996-08-20,1996-08-26,QUICK,$76.83
10284,1996-08-19,1996-08-27,LEHMS,$76.56
10939,1998-03-10,1998-03-13,MAGAA,$76.33
10681,1997-09-25,1997-09-30,GREAL,$76.13
10859,1998-01-29,1998-02-02,FRANK,$76.10
10273,1996-08-05,1996-08-12,QUICK,$76.07
11017,1998-04-13,1998-04-20,ERNSH,$754.26
10580,1997-06-26,1997-07-01,OTTIK,$75.89
10968,1998-03-23,1998-04-01,ERNSH,$74.60
10722,1997-10-29,1997-11-04,SAVEA,$74.58
10532,1997-05-09,1997-05-12,EASTC,$74.46
10949,1998-03-13,1998-03-17,BOTTM,$74.44
11024,1998-04-15,1998-04-20,EASTC,$74.36
10314,1996-09-25,1996-10-04,RATTC,$74.16
10997,1998-04-03,1998-04-13,LILAS,$73.91
10433,1997-02-03,1997-03-04,PRINI,$73.83
10403,1997-01-03,1997-01-09,ERNSH,$73.79
10756,1997-11-27,1997-12-02,SPLIR,$73.21
10781,1997-12-17,1997-12-19,WARTH,$73.16
10441,1997-02-10,1997-03-14,OLDWO,$73.02
10558,1997-06-04,1997-06-10,AROUT,$72.97
10551,1997-05-28,1997-06-06,FURIB,$72.95
10831,1998-01-14,1998-01-23,SANTG,$72.19
10816,1998-01-06,1998-02-04,GREAL,$719.78
10364,1996-11-26,1996-12-04,EASTC,$71.97
11046,1998-04-23,1998-04-24,WANDK,$71.64
10833,1998-01-15,1998-01-23,OTTIK,$71.49
10487,1997-03-26,1997-03-28,QUEEN,$71.07
10479,1997-03-19,1997-03-21,RATTC,$708.95
11045,1998-04-23,NULL,BOTTM,$70.58
10417,1997-01-16,1997-01-28,SIMOB,$70.29
10784,1997-12-18,1997-12-22,MAGAA,$70.09
10381,1996-12-12,1996-12-13,LILAS,$7.99
11067,1998-05-04,1998-05-06,DRACD,$7.98
10425,1997-01-24,1997-02-14,LAMAI,$7.93
10737,1997-11-11,1997-11-18,VINET,$7.79
10753,1997-11-25,1997-11-27,FRANS,$7.70
10306,1996-09-16,1996-09-23,ROMEY,$7.56
10482,1997-03-21,1997-04-10,LAZYK,$7.48
10604,1997-07-18,1997-07-29,FURIB,$7.46
10288,1996-08-23,1996-09-03,REGGC,$7.45
10583,1997-06-30,1997-07-04,WARTH,$7.28
10450,1997-02-19,1997-03-11,VICTE,$7.23
10565,1997-06-11,1997-06-18,MEREP,$7.15
10652,1997-09-01,1997-09-08,GOURL,$7.14
10505,1997-04-14,1997-04-21,MEREP,$7.13
10826,1998-01-12,1998-02-06,BLONP,$7.09
10822,1998-01-08,1998-01-16,TRAIH,$7.00
10835,1998-01-15,1998-01-21,ALFKI,$69.53
10502,1997-04-10,1997-04-29,PERIC,$69.32
10744,1997-11-17,1997-11-24,VAFFE,$69.19
10447,1997-02-14,1997-03-07,RICAR,$68.66
10541,1997-05-19,1997-05-29,HANAR,$68.65
10475,1997-03-14,1997-04-04,SUPRD,$68.52
10923,1998-03-03,1998-03-13,LAMAI,$68.26
10402,1997-01-02,1997-01-10,ERNSH,$67.88
11052,1998-04-27,1998-05-01,HANAR,$67.26
10529,1997-05-07,1997-05-09,MAISD,$66.69
10268,1996-07-30,1996-08-02,GROSR,$66.29
10983,1998-03-27,1998-04-06,SAVEA,$657.54
10494,1997-04-02,1997-04-09,COMMI,$65.99
10250,1996-07-08,1996-07-12,HANAR,$65.83
10994,1998-04-02,1998-04-09,VAFFE,$65.53
10818,1998-01-07,1998-01-12,MAGAA,$65.48
10700,1997-10-10,1997-10-16,SAVEA,$65.10
10769,1997-12-08,1997-12-12,VAFFE,$65.06
11039,1998-04-21,NULL,LINOD,$65.00
10325,1996-10-09,1996-10-14,KOENE,$64.86
10470,1997-03-11,1997-03-14,BONAP,$64.56
10319,1996-10-02,1996-10-11,TORTU,$64.50
10485,1997-03-25,1997-03-31,LINOD,$64.45
10481,1997-03-20,1997-03-25,RICAR,$64.33
10350,1996-11-11,1996-12-03,LAMAI,$64.19
10304,1996-09-12,1996-09-17,TORTU,$63.79
10916,1998-02-27,1998-03-09,RANCH,$63.77
10827,1998-01-12,1998-02-06,BONAP,$63.54
10327,1996-10-11,1996-10-14,FOLKO,$63.36
10715,1997-10-23,1997-10-29,BONAP,$63.20
10492,1997-04-01,1997-04-11,BOTTM,$62.89
10516,1997-04-24,1997-05-01,HUNGO,$62.78
10922,1998-03-03,1998-03-05,HANAR,$62.74
10587,1997-07-02,1997-07-09,QUEDE,$62.52
10967,1998-03-23,1998-04-02,TOMSP,$62.22
10901,1998-02-23,1998-02-26,HILAA,$62.09
10749,1997-11-20,1997-12-19,ISLAT,$61.53
10988,1998-03-31,1998-04-10,RATTC,$61.14
10692,1997-10-03,1997-10-13,ALFKI,$61.02
11032,1998-04-17,1998-04-23,WHITC,$606.19
10897,1998-02-19,1998-02-25,HUNGO,$603.54
10563,1997-06-10,1997-06-24,RICAR,$60.43
10876,1998-02-09,1998-02-12,BONAP,$60.42
10397,1996-12-27,1997-01-02,PRINI,$60.26
10469,1997-03-10,1997-03-14,WHITC,$60.18
10484,1997-03-24,1997-04-01,BSBEV,$6.88
10778,1997-12-16,1997-12-24,BERGS,$6.79
10568,1997-06-13,1997-07-09,GALED,$6.54
10291,1996-08-27,1996-09-04,QUEDE,$6.40
10302,1996-09-10,1996-10-09,SUPRD,$6.27
11022,1998-04-14,1998-05-04,HANAR,$6.27
10649,1997-08-28,1997-08-29,MAISD,$6.20
11075,1998-05-06,NULL,RICSU,$6.19
10462,1997-03-03,1997-03-18,CONSH,$6.17
10274,1996-08-06,1996-08-16,VINET,$6.01
10812,1998-01-02,1998-01-12,REGGC,$59.78
11050,1998-04-27,1998-05-05,FOLKO,$59.41
10838,1998-01-19,1998-01-23,LINOD,$59.28
10717,1997-10-24,1997-10-29,FRANK,$59.25
10584,1997-06-30,1997-07-04,BLONP,$59.14
10504,1997-04-11,1997-04-18,WHITC,$59.13
11009,1998-04-08,1998-04-10,GODOS,$59.11
10912,1998-02-26,1998-03-18,HUNGO,$580.91
10569,1997-06-16,1997-07-11,RATTC,$58.98
10536,1997-05-14,1997-06-06,LEHMS,$58.88
10526,1997-05-05,1997-05-15,WARTH,$58.59
10856,1998-01-28,1998-02-10,ANTON,$58.43
10728,1997-11-04,1997-11-11,QUEEN,$58.33
10601,1997-07-16,1997-07-22,HILAA,$58.30
10253,1996-07-10,1996-07-16,HANAR,$58.17
10779,1997-12-16,1998-01-14,MORGK,$58.13
10724,1997-10-30,1997-11-05,MEREP,$57.75
10656,1997-09-04,1997-09-10,GREAL,$57.15
10429,1997-01-29,1997-02-07,HUNGO,$56.63
10846,1998-01-22,1998-01-23,SUPRD,$56.46
10591,1997-07-07,1997-07-16,VAFFE,$55.92
10265,1996-07-25,1996-08-12,BLONP,$55.28
10654,1997-09-02,1997-09-11,BERGS,$55.26
10803,1997-12-30,1998-01-06,WELLI,$55.23
11000,1998-04-06,1998-04-14,RATTC,$55.12
10260,1996-07-19,1996-07-29,OTTIK,$55.09
10612,1997-07-28,1997-08-01,SAVEA,$544.08
10342,1996-10-30,1996-11-04,FRANK,$54.83
10842,1998-01-20,1998-01-29,TORTU,$54.42
10933,1998-03-06,1998-03-16,ISLAT,$54.15
10853,1998-01-27,1998-02-03,BLAUS,$53.83
10354,1996-11-14,1996-11-20,PERIC,$53.80
10449,1997-02-18,1997-02-27,BLONP,$53.30
10862,1998-01-30,1998-02-02,LEHMS,$53.23
10909,1998-02-26,1998-03-10,SANTG,$53.05
11053,1998-04-27,1998-04-29,PICCO,$53.05
10944,1998-03-12,1998-03-13,BOTTM,$52.92
10332,1996-10-17,1996-10-21,MEREP,$52.84
11027,1998-04-16,1998-04-20,BOTTM,$52.52
10858,1998-01-29,1998-02-03,LACOR,$52.51
10711,1997-10-21,1997-10-29,SAVEA,$52.41
10888,1998-02-16,1998-02-23,GODOS,$51.87
10719,1997-10-27,1997-11-05,LETSS,$51.44
10252,1996-07-09,1996-07-11,SUPRD,$51.30
10622,1997-08-06,1997-08-11,RICAR,$50.97
10297,1996-09-04,1996-09-10,BLONP,$5.74
10885,1998-02-12,1998-02-18,SUPRD,$5.64
10391,1996-12-23,1996-12-31,DRACD,$5.45
10378,1996-12-10,1996-12-19,FOLKO,$5.44
10770,1997-12-09,1997-12-17,HANAR,$5.32
10489,1997-03-28,1997-04-09,PICCO,$5.29
10594,1997-07-09,1997-07-16,OLDWO,$5.24
10958,1998-03-18,1998-03-27,OCEAN,$49.56
10850,1998-01-23,1998-01-30,VICTE,$49.19
10847,1998-01-22,1998-02-10,SAVEA,$487.57
10634,1997-08-15,1997-08-21,FOLIG,$487.38
10721,1997-10-29,1997-10-31,QUICK,$48.92
10918,1998-03-02,1998-03-11,BOTTM,$48.83
10603,1997-07-18,1997-08-08,SAVEA,$48.77
10262,1996-07-22,1996-07-25,RATTC,$48.29
11041,1998-04-22,1998-04-28,CHOPS,$48.22
10774,1997-12-11,1997-12-12,FOLKO,$48.20
10543,1997-05-21,1997-05-23,LILAS,$48.17
10633,1997-08-15,1997-08-18,ERNSH,$477.90
10442,1997-02-11,1997-02-18,ERNSH,$47.94
11029,1998-04-16,1998-04-27,CHOPS,$47.84
10935,1998-03-09,1998-03-18,WELLI,$47.59
10635,1997-08-18,1997-08-21,MAGAA,$47.46
10507,1997-04-15,1997-04-22,ANTON,$47.45
10389,1996-12-20,1996-12-24,BOTTM,$47.42
10813,1998-01-05,1998-01-09,RICAR,$47.38
10309,1996-09-19,1996-10-23,HUNGO,$47.30
10668,1997-09-15,1997-09-23,WANDK,$47.22
11026,1998-04-15,1998-04-28,FRANS,$47.09
10496,1997-04-04,1997-04-07,TRADH,$46.77
10878,1998-02-10,1998-02-12,QUICK,$46.69
11047,1998-04-24,1998-05-01,EASTC,$46.62
10995,1998-04-02,1998-04-06,PERIC,$46.00
10430,1997-01-30,1997-02-03,ERNSH,$458.78
10735,1997-11-10,1997-11-21,LETSS,$45.97
10471,1997-03-11,1997-03-18,BSBEV,$45.59
10647,1997-08-27,1997-09-03,QUEDE,$45.54
10808,1998-01-01,1998-01-09,OLDWO,$45.53
10697,1997-10-08,1997-10-14,LINOD,$45.52
10522,1997-04-30,1997-05-06,LEHMS,$45.33
10600,1997-07-16,1997-07-21,HUNGC,$45.13
10301,1996-09-09,1996-09-17,WANDK,$45.08
10379,1996-12-11,1996-12-13,QUEDE,$45.03
11004,1998-04-07,1998-04-20,MAISD,$44.84
10590,1997-07-07,1997-07-14,MEREP,$44.77
11066,1998-05-01,1998-05-04,WHITC,$44.72
10956,1998-03-17,1998-03-20,BLAUS,$44.65
10598,1997-07-14,1997-07-18,RATTC,$44.42
10431,1997-01-30,1997-02-07,BOTTM,$44.17
10902,1998-02-23,1998-03-03,FOLKO,$44.15
10420,1997-01-21,1997-01-27,WELLI,$44.12
10468,1997-03-07,1997-03-12,KOENE,$44.12
10736,1997-11-11,1997-11-21,HUNGO,$44.10
10625,1997-08-08,1997-08-14,ANATR,$43.90
11020,1998-04-14,1998-04-16,OTTIK,$43.30
10832,1998-01-14,1998-01-19,LAMAI,$43.26
10841,1998-01-20,1998-01-29,SUPRD,$424.30
10765,1997-12-04,1997-12-09,QUICK,$42.74
10788,1997-12-22,1998-01-19,QUICK,$42.70
10500,1997-04-09,1997-04-17,LAMAI,$42.68
10780,1997-12-16,1997-12-25,LILAS,$42.13
10335,1996-10-22,1996-10-24,HUNGO,$42.11
10836,1998-01-16,1998-01-21,ERNSH,$411.88
10355,1996-11-15,1996-11-20,AROUT,$41.95
10527,1997-05-05,1997-05-07,QUICK,$41.90
10642,1997-08-22,1997-09-05,SIMOB,$41.89
10315,1996-09-26,1996-10-03,ISLAT,$41.76
10632,1997-08-14,1997-08-19,WANDK,$41.38
10251,1996-07-08,1996-07-15,VICTE,$41.34
10941,1998-03-11,1998-03-20,SAVEA,$400.81
10952,1998-03-16,1998-03-24,ALFKI,$40.42
11034,1998-04-20,1998-04-27,OLDWO,$40.32
10312,1996-09-23,1996-10-03,WANDK,$40.26
10508,1997-04-16,1997-05-13,OTTIK,$4.99
10886,1998-02-13,1998-03-02,HANAR,$4.99
10959,1998-03-18,1998-03-23,GOURL,$4.98
10710,1997-10-20,1997-10-23,FRANS,$4.98
10488,1997-03-27,1997-04-02,FRANK,$4.93
10467,1997-03-06,1997-03-11,MAGAA,$4.93
10323,1996-10-07,1996-10-14,KOENE,$4.88
10809,1998-01-01,1998-01-07,WELLI,$4.87
10538,1997-05-15,1997-05-16,BSBEV,$4.87
10478,1997-03-18,1997-03-26,VICTE,$4.81
10704,1997-10-14,1997-11-07,QUEEN,$4.78
10318,1996-10-01,1996-10-04,ISLAT,$4.73
10495,1997-04-03,1997-04-11,LAUGB,$4.65
11015,1998-04-10,1998-04-20,SANTG,$4.62
10269,1996-07-31,1996-08-09,WHITC,$4.56
10271,1996-08-01,1996-08-30,SPLIR,$4.54
10793,1997-12-24,1998-01-08,AROUT,$4.52
10589,1997-07-04,1997-07-14,GREAL,$4.42
10655,1997-09-03,1997-09-11,REGGC,$4.41
10476,1997-03-17,1997-03-24,HILAA,$4.41
10683,1997-09-26,1997-10-01,DUMON,$4.40
10432,1997-01-31,1997-02-07,SPLIR,$4.34
10810,1998-01-01,1998-01-07,LAUGB,$4.33
10550,1997-05-28,1997-06-06,GODOS,$4.32
10992,1998-04-01,1998-04-03,THEBI,$4.27
10472,1997-03-12,1997-03-19,SEVES,$4.20
11057,1998-04-29,1998-05-01,NORTS,$4.13
10439,1997-02-07,1997-02-10,MEREP,$4.07
10677,1997-09-22,1997-09-26,ANTON,$4.03
10694,1997-10-06,1997-10-09,QUICK,$398.36
10926,1998-03-04,1998-03-11,ANATR,$39.92
10678,1997-09-23,1997-10-16,SAVEA,$388.98
10448,1997-02-17,1997-02-24,RANCH,$38.82
10639,1997-08-20,1997-08-27,SANTG,$38.64
10991,1998-04-01,1998-04-07,QUICK,$38.51
11076,1998-05-06,NULL,BONAP,$38.28
10848,1998-01-23,1998-01-29,CONSH,$38.24
10911,1998-02-26,1998-03-05,GODOS,$38.19
10910,1998-02-26,1998-03-04,WILMK,$38.11
10877,1998-02-09,1998-02-19,RICAR,$38.06
10605,1997-07-21,1997-07-29,MEREP,$379.13
10424,1997-01-23,1997-01-27,MEREP,$370.61
10976,1998-03-25,1998-04-03,HILAA,$37.97
10574,1997-06-19,1997-06-30,TRAIH,$37.60
10820,1998-01-07,1998-01-13,RATTC,$37.52
10763,1997-12-03,1997-12-08,FOLIG,$37.35
10510,1997-04-18,1997-04-28,SAVEA,$367.63
10658,1997-09-05,1997-09-08,QUICK,$364.15
10353,1996-11-13,1996-11-25,PICCO,$360.63
10356,1996-11-18,1996-11-27,WANDK,$36.71
10903,1998-02-24,1998-03-04,HANAR,$36.71
10821,1998-01-08,1998-01-15,SPLIR,$36.68
10560,1997-06-06,1997-06-09,FRANK,$36.65
10497,1997-04-04,1997-04-07,LEHMS,$36.21
10682,1997-09-25,1997-10-01,ANTON,$36.13
10979,1998-03-26,1998-03-31,ERNSH,$353.07
10657,1997-09-04,1997-09-15,SAVEA,$352.69
10776,1997-12-15,1997-12-18,ERNSH,$351.53
10511,1997-04-18,1997-04-21,BONAP,$350.64
10839,1998-01-19,1998-01-22,TRADH,$35.43
10597,1997-07-11,1997-07-18,PICCO,$35.12
10380,1996-12-12,1997-01-16,HUNGO,$35.03
10865,1998-02-02,1998-02-12,QUICK,$348.14
10357,1996-11-19,1996-12-02,LILAS,$34.88
10388,1996-12-19,1996-12-20,SEVES,$34.86
10405,1997-01-06,1997-01-22,LINOD,$34.82
10989,1998-03-31,1998-04-02,QUEDE,$34.76
10320,1996-10-03,1996-10-18,WARTH,$34.57
10383,1996-12-16,1996-12-18,AROUT,$34.24
10530,1997-05-08,1997-05-12,PICCO,$339.22
10567,1997-06-12,1997-06-17,HUNGO,$33.97
10929,1998-03-05,1998-03-12,FRANK,$33.93
11016,1998-04-10,1998-04-13,AROUT,$33.80
10685,1997-09-29,1997-10-03,GOURL,$33.75
10936,1998-03-09,1998-03-18,GREAL,$33.68
10797,1997-12-25,1998-01-05,DRACD,$33.35
10913,1998-02-26,1998-03-04,QUEEN,$33.05
10762,1997-12-02,1997-12-09,FOLKO,$328.74
11013,1998-04-09,1998-04-10,ROMEY,$32.99
10908,1998-02-26,1998-03-06,REGGC,$32.96
10978,1998-03-26,1998-04-23,MAISD,$32.82
10890,1998-02-16,1998-02-18,DUMON,$32.76
10896,1998-02-19,1998-02-27,MAISD,$32.45
10248,1996-07-04,1996-07-16,VINET,$32.38
10875,1998-02-06,1998-03-03,BERGS,$32.37
10630,1997-08-13,1997-08-19,KOENE,$32.35
10975,1998-03-25,1998-03-27,BOTTM,$32.27
10592,1997-07-08,1997-07-16,LEHMS,$32.10
10517,1997-04-24,1997-04-29,NORTS,$32.07
10934,1998-03-09,1998-03-12,LEHMS,$32.01
10938,1998-03-10,1998-03-16,QUICK,$31.89
10675,1997-09-19,1997-09-23,FRANK,$31.85
10937,1998-03-10,1998-03-13,CACTU,$31.51
10746,1997-11-19,1997-11-21,CHOPS,$31.43
10427,1997-01-27,1997-03-03,PICCO,$31.29
10811,1998-01-02,1998-01-08,LINOD,$31.22
11058,1998-04-29,NULL,BLAUS,$31.14
10817,1998-01-06,1998-01-13,KOENE,$306.07
10385,1996-12-17,1996-12-23,SPLIR,$30.96
10951,1998-03-16,1998-04-07,RICSU,$30.85
10799,1997-12-26,1998-01-05,KOENE,$30.76
10363,1996-11-26,1996-12-04,DRACD,$30.54
10486,1997-03-26,1997-04-02,HILAA,$30.53
10628,1997-08-12,1997-08-20,BLONP,$30.36
10671,1997-09-17,1997-09-24,FRANR,$30.34
10394,1996-12-25,1997-01-03,HUNGC,$30.34
10863,1998-02-02,1998-02-17,HILAA,$30.26
11064,1998-05-01,1998-05-04,SAVEA,$30.09
